UUID,mainThumbURL,imageLicense,dataSource,wikidataQID
ddbb6359-3531-5d1a-bc7b-3202a9cff2df,https://images.weserv.nl/?w=300&h=300&fit=cover&url=https%3A%2F%2Fdata.unesco.org%2Fapi%2Fexplore%2Fv2.1%2Fcatalog%2Fdatasets%2Fwhc001%2Ffiles%2F3f5a786fcb382d8e11362e39d9cbcc85,,proxy-csv,
3f6abd88-79e9-5d34-b354-517df89962c4,https://images.weserv.nl/?w=300&h=300&fit=cover&url=https%3A%2F%2Fdata.unesco.org%2Fapi%2Fexplore%2Fv2.1%2Fcatalog%2Fdatasets%2Fwhc001%2Ffiles%2Ff2b102810857eb98d7639e1f12260163,,proxy-csv,
491bcafc-6087-5c2f-bb4a-fd5cc083767f,https://images.weserv.nl/?w=300&h=300&fit=cover&url=https%3A%2F%2Fdata.unesco.org%2Fapi%2Fexplore%2Fv2.1%2Fcatalog%2Fdatasets%2Fwhc001%2Ffiles%2Fd0d46eaafc26ff9871a7ae03d5ceefda,,proxy-csv,
16a44421-0cb3-5a64-8e34-b6fa3e17e3f9,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/2016.05-441-131ap_wall_Lorop%C3%A9ni_Ruins_nr.Lorop%C3%A9ni%28Poni_Prv.%29%2CBF_sun15may2016-1106h.jpg/330px-2016.05-441-131ap_wall_Lorop%C3%A9ni_Ruins_nr.Lorop%C3%A9ni%28Poni_Prv.%29%2CBF_sun15may2016-1106h.jpg,,wikipedia-en,
e8acea92-f117-5534-b2f9-e3fa9ad726c1,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Old_Tea_Forest_of_the_Jingmai_Mountain.jpg/330px-Old_Tea_Forest_of_the_Jingmai_Mountain.jpg,CC BY-SA 4.0,commons-category,Q48928978
f0fc7459-23ae-54c6-920c-9c807d037101,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Parque_Nacional_Desembarco_del_Granma.jpg/330px-Parque_Nacional_Desembarco_del_Granma.jpg,,wikipedia-de,
5872ff9b-98ad-57d3-87fa-787dcc6ec3bd,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Cuba_Cafetal_Isabelica_P1080153a.jpg/330px-Cuba_Cafetal_Isabelica_P1080153a.jpg,,wikipedia-es,
ebdd0e41-9f22-5b39-894e-a67aff7d87f8,https://images.weserv.nl/?w=300&h=300&fit=cover&url=https%3A%2F%2Fdata.unesco.org%2Fapi%2Fexplore%2Fv2.1%2Fcatalog%2Fdatasets%2Fwhc001%2Ffiles%2Fefae5b7e896f98c6f8b90a981c1aec2f,,proxy-csv,
ff9d18b0-ef12-564c-8b40-a96e760d47f6,https://images.weserv.nl/?w=300&h=300&fit=cover&url=https%3A%2F%2Fdata.unesco.org%2Fapi%2Fexplore%2Fv2.1%2Fcatalog%2Fdatasets%2Fwhc001%2Ffiles%2Ff0c8ca7a28ffd3c0c557778df168f4e7,,proxy-csv,
be8b0c1a-c1a7-53a7-a0fd-789381132def,https://images.weserv.nl/?w=300&h=300&fit=cover&url=https%3A%2F%2Fdata.unesco.org%2Fapi%2Fexplore%2Fv2.1%2Fcatalog%2Fdatasets%2Fwhc001%2Ffiles%2F2585b6114a0ed49da0cf48dfeda71ce9,,proxy-csv,
058b2882-65b8-5c0c-b928-e2ff4d247077,https://images.weserv.nl/?w=300&h=300&fit=cover&url=https%3A%2F%2Fdata.unesco.org%2Fapi%2Fexplore%2Fv2.1%2Fcatalog%2Fdatasets%2Fwhc001%2Ffiles%2F57ad10db1e81df376d4ae5e2db7ab429,,proxy-csv,
